feature_category_key,feature_name,feature_value,origination_year,loan_count,portfolio_share,loss_count,observed_loss_rate,average_loss_severity,total_observed_loss,observed_loss_per_loan,sufficient_sample_flag
d5bb6867da0e4b1844abd1f41ab6536c,feat_001,IND_019,2019,67,0.07235421166306695,8,0.11940298507462686,40954.995,327639.96,4890.148656716418,true
256e903a80a5556e6345709865578f19,feat_001,IND_018,2023,64,0.026101141924959218,15,0.234375,13374.445333333333,200616.68,3134.635625,true
41197cd78266cb2cd13696064d6f8dfd,feat_001,IND_019,2024,61,0.035630841121495324,20,0.32786885245901637,84518.659,1690373.18,27711.03573770492,true
ad38873c387bfe118e614fb75e7a11ac,feat_001,IND_107,2022,58,0.03433984606275903,14,0.2413793103448276,29419.320714285714,411870.49,7101.215344827586,true
01e33819cf8804a8cfbae4792d588b40,feat_001,IND_173,2023,55,0.022430668841761828,18,0.32727272727272727,20780.694444444445,374052.50,6800.954545454545,true
8c6d4b26709d361bb6fe5365f881e677,feat_001,IND_150,2023,55,0.022430668841761828,9,0.16363636363636364,23076.03777777778,207684.34,3776.078909090909,true
4503643b7521b76341b452e7fe6fde7f,feat_001,IND_107,2024,55,0.03212616822429906,15,0.2727272727272727,39513.012,592695.18,10776.276000000002,true
82df44f4141256daa757b6254d18e773,feat_001,IND_019,2020,53,0.06575682382133995,14,0.2641509433962264,53298.39642857143,746177.55,14078.821698113208,true
3ceb066e559edb6a6f28e68bf60454cd,feat_001,IND_165,2022,51,0.03019538188277087,10,0.19607843137254902,58351.25,583512.50,11441.421568627451,true
94396306c946c2a3ff94d40f11880b27,feat_001,IND_048,2025,50,0.03394433129667346,7,0.14,29129.02857142857,203903.20,4078.0640000000003,true
8c1bd4431df06853da2252278d8dfba9,feat_001,IND_208,2023,50,0.020391517128874388,19,0.38,29011.665789473685,551221.65,11024.433,true
aa074f7514176103fb89573822121e0d,feat_001,IND_107,2023,49,0.0199836867862969,7,0.14285714285714285,11101.405714285715,77709.84,1585.9151020408162,false
4170baefcdfe0c92454b981486d117ab,feat_001,IND_183,2018,49,0.0620253164556962,15,0.30612244897959184,32848.36,492725.40,10055.620408163266,false
26c9190be69959c112a33a0e0a84d409,feat_001,IND_092,2023,46,0.018760195758564437,12,0.2608695652173913,24308.255,291699.06,6341.283913043479,false
39b3fdb75dbbbfd63cd904d4aecc5a97,feat_001,IND_022,2022,46,0.027235050325636473,5,0.10869565217391304,52367.682,261838.41,5692.139347826087,false
a8f6ddc9c88c672a4e9d3f1df5806426,feat_001,IND_019,2018,46,0.05822784810126582,13,0.2826086956521739,49040.14769230769,637521.92,13859.172173913044,false
76767feb3f3c87a1f21560f8518cf8db,feat_001,IND_048,2020,45,0.05583126550868486,5,0.1111111111111111,11026.396,55131.98,1225.1551111111112,false
05aa1e2c49cb27ea1575d5c06b5eed15,feat_001,IND_054,2024,44,0.02570093457943925,12,0.2727272727272727,23495.9125,281950.95,6407.976136363636,false
3eb8336f666d068337d9c7aeb6d47c4d,feat_001,IND_165,2023,44,0.01794453507340946,4,0.09090909090909091,20879.42,83517.68,1898.1290909090908,false
4aa6b4d8139f57b3372f81c2e4bb2a7a,feat_001,IND_020,2019,43,0.04643628509719223,1,0.023255813953488372,8929.37,8929.37,207.65976744186048,false
97d9024ff31c67ffa6ae47d10686a5e3,feat_001,IND_038,2025,43,0.029192124915139173,7,0.16279069767441862,30032.587142857144,210228.11,4889.025813953488,false
d0fb1aa7e9be156c4ecd7cc3db5ab705,feat_001,IND_173,2022,43,0.02545885139135583,9,0.20930232558139536,28293.852222222224,254644.67,5921.969069767442,false
a3814bfc93b064814883c5e2973b73ca,feat_001,IND_054,2025,42,0.028513238289205704,8,0.19047619047619047,39637.43125,317099.45,7549.986904761905,false
6c05ede5e4eb587c255fea4d160c3249,feat_001,IND_208,2025,42,0.028513238289205704,5,0.11904761904761904,31115.71,155578.55,3704.25119047619,false
53365c8d26dbce3b448ba9f9d0e98383,feat_001,IND_018,2025,42,0.028513238289205704,17,0.40476190476190477,30949.887647058822,526148.09,12527.335476190476,false
a178681f9275954364b3cd70ae6ce951,feat_001,IND_191,2022,41,0.02427471876850207,8,0.1951219512195122,36710.2925,293682.34,7162.983902439025,false
88e0dc478311773f0784346f43e7d86c,feat_001,IND_019,2025,41,0.027834351663272233,20,0.4878048780487805,66877.6885,1337553.77,32623.26268292683,false
588e72a429e4092a33178af4f379c4a4,feat_001,IND_018,2022,41,0.02427471876850207,10,0.24390243902439024,17289.568,172895.68,4216.967804878049,false
173d7bafae8ec94c8bd68dc4054a4560,feat_001,IND_101,2023,41,0.016721044045676998,9,0.21951219512195122,25717.053333333333,231453.48,5645.2068292682925,false
b05949d881c4dfd1fbddf00f4cd0285b,feat_001,IND_020,2022,40,0.023682652457075192,1,0.025,10872.32,10872.32,271.808,false
a4c57dde03d903c0e83db9172e95729c,feat_001,IND_054,2023,40,0.01631321370309951,8,0.2,13944.2375,111553.90,2788.8475,false
498fbcdd8459d0c4a6b39b930a5468e2,feat_001,IND_012,2022,40,0.023682652457075192,8,0.2,52698.1975,421585.58,10539.639500000001,false
76a480f64dbaed6554d0ae67bc960248,feat_001,IND_107,2025,38,0.025797691785471828,8,0.21052631578947367,45106.62375,360852.99,9496.131315789473,false
b390b23c8dffc620ef8714fe0de0b290,feat_001,IND_173,2024,37,0.02161214953271028,12,0.32432432432432434,35954.02333333333,431448.28,11660.764324324326,false
f652c8655e9508a3200f5d2cdd873a4b,feat_001,IND_150,2022,37,0.021906453522794554,2,0.05405405405405406,7277.44,14554.88,393.3751351351351,false
b4fa7fbbb39094ec1bc55b253b2a24e7,feat_001,IND_019,2022,37,0.021906453522794554,11,0.2972972972972973,25608.07909090909,281688.87,7613.212702702703,false
3bd016a826a5bbc653dfdcb204140769,feat_001,IND_101,2022,36,0.021314387211367674,5,0.1388888888888889,19132.784,95663.92,2657.331111111111,false
70a0d123d36df41af17e8f791dd6ad52,feat_001,IND_150,2024,35,0.02044392523364486,7,0.2,36303.375714285714,254123.63,7260.675142857143,false
74f325de93df74103b74b23782159e79,feat_001,IND_038,2024,35,0.02044392523364486,5,0.14285714285714285,15587.428,77937.14,2226.7754285714286,false
ab295ba19d53375088fb26770ba8e969,feat_001,IND_189,2023,34,0.013866231647634585,7,0.20588235294117646,18329.82,128308.74,3773.7864705882353,false
148c6b693bcd36e4efaf82910203185a,feat_001,IND_173,2025,32,0.02172437202987101,10,0.3125,14825.752,148257.52,4633.0475,false
a0da8248f9fb7f5df54d9e9d9056b7f9,feat_001,IND_048,2018,32,0.04050632911392405,2,0.0625,64098.645,128197.29,4006.1653125,false
8b5a01439e95e235555066f3c8304c36,feat_001,IND_147,2023,32,0.013050570962479609,9,0.28125,12467.394444444444,112206.55,3506.4546875,false
f5efb09bac8c93af1e266149162b27ed,feat_001,IND_018,2024,32,0.018691588785046728,9,0.28125,33153.933333333334,298385.40,9324.54375,false
433e51305ee7c366958348c48b9c9990,feat_001,IND_191,2018,32,0.04050632911392405,7,0.21875,29030.355714285713,203212.49,6350.3903125,false
390fea45b5a3ff10ba019466c54471b2,feat_001,IND_191,2025,31,0.021045485403937542,9,0.2903225806451613,28558.99111111111,257030.92,8291.32,false
2fae1c0f5f40d071b2897634a26a8102,feat_001,IND_022,2023,30,0.012234910277324634,5,0.16666666666666666,14126.37,70631.85,2354.395,false
09612bf3c36ab21fddabd324c45c76db,feat_001,IND_165,2019,29,0.03131749460043196,2,0.06896551724137931,6713.66,13427.32,463.0110344827586,false
409c33e7d892ab00fc5d68abd3d479b5,feat_001,IND_199,2024,29,0.016939252336448597,9,0.3103448275862069,31576.87111111111,284191.84,9799.718620689657,false
67352045113c041ea61cb07dd698f6f7,feat_001,IND_022,2024,29,0.016939252336448597,6,0.20689655172413793,27084.735,162508.41,5603.738275862069,false
a43461d95aef176aac3bc831fc8a96ca,feat_001,IND_189,2025,29,0.019687712152070606,8,0.27586206896551724,40220.6175,321764.94,11095.342758620689,false
3cda7c98d73471e5ffcaa17a54f2cbbb,feat_001,IND_008,2023,29,0.011827079934747145,6,0.20689655172413793,36207.225,217243.35,7491.150000000001,false
41c877c2eee0a75c09c8d6ecba9ca8d3,feat_001,IND_218,2023,27,0.01101141924959217,7,0.25925925925925924,24763.275714285715,173342.93,6420.108518518518,false
76e896fb38763a835661c34b5291e677,feat_001,IND_199,2025,27,0.018329938900203666,4,0.14814814814814814,656.915,2627.66,97.32074074074073,false
dd28025bdf4a7a55344f604815fab3a5,feat_001,IND_232,2023,27,0.01101141924959217,8,0.2962962962962963,29733.62,237868.96,8809.961481481481,false
94c5fd770dd374a0515ee1554004cda0,feat_001,IND_208,2024,27,0.015771028037383176,8,0.2962962962962963,23271.065,186168.52,6895.13037037037,false
fb3f5a01122525d6be4b8719dac3b982,feat_001,IND_171,2025,26,0.017651052274270197,2,0.07692307692307693,-986.26,-1972.52,-75.86615384615385,false
11b2a71bd0a47374a23dd458b43fe386,feat_001,IND_161,2023,26,0.010603588907014683,13,0.5,35880.47076923077,466446.12,17940.235384615386,false
246cebdcdba697cc325c77e4c83afc10,feat_001,IND_171,2024,26,0.015186915887850467,8,0.3076923076923077,24384.33375,195074.67,7502.871923076924,false
ed751c3ac7967805dac8f1bfa3dc5f9a,feat_001,IND_092,2019,26,0.028077753779697623,7,0.2692307692307692,38579.59285714286,270057.15,10386.813461538462,false
9eca5641c700bbc04245c6150e0ca1da,feat_001,IND_232,2024,25,0.014602803738317757,1,0.04,14389.17,14389.17,575.5668000000001,false
b8561e624b91fa0ee094695e7d9f06fd,feat_001,IND_022,2025,25,0.01697216564833673,6,0.24,85298.28666666667,511789.72,20471.588799999998,false
75a746782a64859992715794717a89c7,feat_001,IND_199,2022,25,0.014801657785671996,4,0.16,35721.74,142886.96,5715.4784,false
f208eb3ea758bb0e3ab354c2ed448659,feat_001,IND_054,2022,24,0.014209591474245116,7,0.2916666666666667,16027.772857142858,112194.41,4674.767083333333,false
84bd2eac943a4904fb936e0f6b58d1e5,feat_001,IND_020,2018,24,0.030379746835443037,1,0.041666666666666664,5498.07,5498.07,229.08624999999998,false
26372affbc98e3b8f6da59abd3dc6f71,feat_001,IND_018,2019,24,0.02591792656587473,3,0.125,28432.496666666666,85297.49,3554.0620833333337,false
80e84bc0a11aa2f21110d7488bbb5497,feat_001,IND_208,2022,24,0.014209591474245116,2,0.08333333333333333,31053.655,62107.31,2587.804583333333,false
f4fc5afc73dc8458b4a801042eb52260,feat_001,IND_150,2018,24,0.030379746835443037,1,0.041666666666666664,92742.94,92742.94,3864.289166666667,false
78931ff9bb8d9b043e8c0fa595ef5f9c,feat_001,IND_008,2022,23,0.013617525162818236,3,0.13043478260869565,26930.483333333334,80791.45,3512.6717391304346,false
9e863bc4746c9166a288482e2176a587,feat_001,IND_106,2023,23,0.009380097879282219,9,0.391304347826087,12841.767777777777,115575.91,5025.039565217391,false
6c3879385f0928f3d1587343b46b274c,feat_001,IND_006,2022,23,0.013617525162818236,9,0.391304347826087,35090.316666666666,315812.85,13730.993478260869,false
ed02297aeefae6ddc64647a4d961bc51,feat_001,IND_012,2019,23,0.024838012958963283,4,0.17391304347826086,7176.8,28707.20,1248.1391304347826,false
2b37f55ad2d0933241626168abc996b0,feat_001,IND_055,2023,23,0.009380097879282219,4,0.17391304347826086,28734.055,114936.22,4997.226956521739,false
5c2f000a2d36c2e8d9ec98d2e7b1446a,feat_001,IND_006,2023,23,0.009380097879282219,10,0.43478260869565216,22016.246,220162.46,9572.280869565217,false
9b5d0f70a2d51e78cbe1e1a1df72d8a4,feat_001,IND_020,2020,23,0.028535980148883373,5,0.21739130434782608,13165.98,65829.90,2862.169565217391,false
2a8f84b7d2cc57c2a0e04ffc154e92f3,feat_001,IND_189,2024,23,0.013434579439252336,7,0.30434782608695654,17890.194285714286,125231.36,5444.841739130435,false
f23785d654581d70ce3d25209d99ca99,feat_001,IND_006,2024,22,0.012850467289719626,1,0.045454545454545456,35909.0,35909.00,1632.2272727272727,false
0129ea01e3a44aac9395ad79ccb28358,feat_001,IND_171,2023,22,0.00897226753670473,6,0.2727272727272727,7395.02,44370.12,2016.8236363636365,false
a8fb46b96b9269f8571bb98c13d245f8,feat_001,IND_199,2023,22,0.00897226753670473,4,0.18181818181818182,21211.8075,84847.23,3856.6922727272727,false
ca785a57287362ef1538e05503824793,feat_001,IND_185,2023,21,0.008564437194127243,4,0.19047619047619047,12793.275,51173.10,2436.8142857142857,false
c52f5d3d9fd24e20abeb6d4a22d5cb50,feat_001,IND_150,2025,21,0.014256619144602852,6,0.2857142857142857,17620.501666666667,105723.01,5034.429047619047,false
26f207b209ac21957f8f30ffb412de7c,feat_001,IND_018,2020,21,0.026054590570719603,1,0.047619047619047616,510.2,510.20,24.295238095238094,false
17edea74cb403cf6caa85e429d3884de,feat_001,IND_161,2022,21,0.012433392539964476,4,0.19047619047619047,20889.9925,83559.97,3979.0461904761905,false
1bd3084a1cd80088b31268b31aa45c6b,feat_001,IND_165,2020,21,0.026054590570719603,0,0.0,,0.00,0.0,false
53a11a88e02398c3effedd7c3b286515,feat_001,IND_194,2024,20,0.011682242990654205,5,0.25,34011.576,170057.88,8502.894,false
f62235832b543a0660f7f67827db7359,feat_001,IND_106,2022,20,0.011841326228537596,1,0.05,435340.45,435340.45,21767.0225,false
33f70edd9c2e50f866125c553e593406,feat_001,IND_021,2024,20,0.011682242990654205,2,0.1,31475.705,62951.41,3147.5705000000003,false
2afa788e265dfac7b180b0ed4636b317,feat_001,IND_043,2018,19,0.024050632911392405,2,0.10526315789473684,7175.52,14351.04,755.3178947368422,false
e68ae4fe86402f085a788f28da7c43da,feat_001,IND_194,2022,19,0.011249259917110717,2,0.10526315789473684,1855.18,3710.36,195.2821052631579,false
e88f60a6e78e24da424bf9989c8bffe2,feat_001,IND_161,2025,19,0.012898845892735914,3,0.15789473684210525,91010.32666666666,273030.98,14370.051578947367,false
fa7cfe8ae764a904c276dcb086be511d,feat_001,IND_103,2023,19,0.007748776508972268,5,0.2631578947368421,15942.186,79710.93,4195.312105263158,false
40a4dcba7da5227bef0f57217037712e,feat_001,IND_038,2023,19,0.007748776508972268,5,0.2631578947368421,10450.712,52253.56,2750.1873684210527,false
90b463867128947546ef1b1d9c5c7f39,feat_001,IND_191,2020,19,0.02357320099255583,6,0.3157894736842105,13597.256666666666,81583.54,4293.870526315789,false
b6074ed52ade9029e3a446c80d65c0eb,feat_001,IND_137,2024,19,0.011098130841121495,0,0.0,,0.00,0.0,false
318e05b4b607b153b051ba9a24472a63,feat_001,IND_218,2018,19,0.024050632911392405,4,0.21052631578947367,9273.16,37092.64,1952.2442105263158,false
4ac75f8508d0fc9f7772890dd8c0faef,feat_001,IND_173,2020,19,0.02357320099255583,6,0.3157894736842105,42448.026666666665,254688.16,13404.64,false
59e263d6c69886a2de2fb455b86dd09d,feat_001,IND_232,2022,18,0.010657193605683837,2,0.1111111111111111,11322.92,22645.84,1258.1022222222223,false
72f356caedc64db1ccdf63e231cda9c6,feat_001,IND_187,2023,18,0.00734094616639478,3,0.16666666666666666,33210.56333333333,99631.69,5535.093888888889,false
97597023d1ac5c9a6e05c084dece5dc0,feat_001,IND_092,2018,18,0.02278481012658228,0,0.0,,0.00,0.0,false
2bd10051981d5f623feb8714751646e2,feat_001,IND_101,2018,18,0.02278481012658228,0,0.0,,0.00,0.0,false
1adcf686802436eaf53c4693f9870953,feat_001,IND_191,2019,18,0.019438444924406047,3,0.16666666666666666,13220.766666666666,39662.30,2203.461111111111,false
86a2f631cd886fe23f94e69cc506a3dd,feat_001,IND_165,2025,18,0.012219959266802444,6,0.3333333333333333,33216.98166666667,199301.89,11072.327222222222,false
84185850e8a10353df59a9ad612b0041,feat_001,IND_029,2023,18,0.00734094616639478,2,0.1111111111111111,39277.47,78554.94,4364.163333333334,false
b5a363254750d334e35b94a89b3c67fa,feat_001,IND_186,2024,18,0.010514018691588784,0,0.0,,0.00,0.0,false
a593a0bbf409d553b44929ee51c6156f,feat_001,IND_015,2023,18,0.00734094616639478,7,0.3888888888888889,14485.824285714285,101400.77,5633.376111111112,false
7e270862faf25a4c5f4232f95c26f11c,feat_001,IND_193,2024,17,0.009929906542056074,8,0.47058823529411764,12128.465,97027.72,5707.512941176471,false
34809fc88a9bf27f615385538297ffd5,feat_001,IND_103,2024,17,0.009929906542056074,8,0.47058823529411764,24141.89,193135.12,11360.889411764705,false
06e94e04de4d889f0fd0023fb4d6cbda,feat_001,IND_145,2025,17,0.011541072640868975,11,0.6470588235294118,44855.77636363637,493413.54,29024.32588235294,false
c4212cda0aa970b891e6d0bf20518b86,feat_001,IND_055,2022,17,0.010065127294256957,2,0.11764705882352941,106636.825,213273.65,12545.508823529412,false
1f0287849f81c207f7fdc26dfbecb058,feat_001,IND_191,2024,17,0.009929906542056074,4,0.23529411764705882,20090.515,80362.06,4727.18,false
7649627fc04994e1692e7d2a32993c44,feat_001,IND_012,2018,17,0.021518987341772152,4,0.23529411764705882,5697.26,22789.04,1340.5317647058823,false
33b1ac0169b8f02c9d035a550edb15cc,feat_001,IND_232,2025,17,0.011541072640868975,5,0.29411764705882354,7898.13,39490.65,2322.979411764706,false
01efb4a569be8277464e68493820d795,feat_001,IND_147,2024,16,0.009345794392523364,7,0.4375,70407.11571428571,492849.81,30803.113125,false
7a18eb7f3b48d26e0be8d1515809ab07,feat_001,IND_229,2022,16,0.009473060982830076,3,0.1875,13894.8,41684.40,2605.275,false
9866aa2679ab1441de549c541593e1e4,feat_001,IND_217,2023,16,0.0065252854812398045,4,0.25,55516.36,222065.44,13879.09,false
dfb425064b06de5c5390265bdab15773,feat_001,IND_106,2019,16,0.017278617710583154,4,0.25,39000.88,156003.52,9750.22,false
1bed29facf8a4b3f1d3301dff7acd35e,feat_001,IND_186,2025,16,0.010862186014935505,10,0.625,61790.591,617905.91,38619.119375,false
f5bdbefd6db9ce60a1876aee32fb15cf,feat_001,IND_218,2022,16,0.009473060982830076,7,0.4375,27563.481428571427,192944.37,12059.023125,false
36ab09561a30e315d8e6089c62c2caa9,feat_001,IND_165,2024,16,0.009345794392523364,2,0.125,16389.175,32778.35,2048.646875,false
27a0e38da9b8a72776848f7f118a0ab1,feat_001,IND_193,2023,16,0.0065252854812398045,2,0.125,14962.615,29925.23,1870.326875,false
8631985096344b3339ae2193271a5666,feat_001,IND_092,2020,16,0.019851116625310174,0,0.0,,0.00,0.0,false
c5d281f4a90017a06c1d9d0aee15e891,feat_001,IND_185,2022,16,0.009473060982830076,0,0.0,,0.00,0.0,false
83584a1ed64eecc5396e84fab42443bd,feat_001,IND_165,2018,16,0.020253164556962026,2,0.125,68734.36,137468.72,8591.795,false
d5d3d5d3fe6b40237ecd72eeba35f28c,feat_001,IND_156,2023,16,0.0065252854812398045,6,0.375,39249.19666666666,235495.18,14718.44875,false
51287fbc8c52518f33b2a01149f0fc07,feat_001,IND_012,2020,16,0.019851116625310174,0,0.0,,0.00,0.0,false
f8b0a87a98f5711e675df6ca54d3416a,feat_001,IND_095,2025,15,0.010183299389002037,5,0.3333333333333333,45140.2,225701.00,15046.733333333334,false
9fe569567a4e2b0bbc2c5cc0eb755312,feat_001,IND_187,2022,15,0.008880994671403197,2,0.13333333333333333,68806.93,137613.86,9174.257333333333,false
87b47d369892d552756833c0a3368d89,feat_001,IND_095,2024,15,0.008761682242990653,3,0.2,3268.18,9804.54,653.6360000000001,false
e60e1b7d9db416f31d64f44e285069a4,feat_001,IND_095,2023,15,0.006117455138662317,3,0.2,8910.373333333333,26731.12,1782.0746666666666,false
4392e836485c0cb51c5d68989492a88e,feat_001,IND_186,2023,15,0.006117455138662317,4,0.26666666666666666,49890.64,199562.56,13304.170666666667,false
d0a39266256e70043307f6ac11b3b07a,feat_001,IND_006,2025,15,0.010183299389002037,2,0.13333333333333333,9802.58,19605.16,1307.0106666666666,false
e0ce22c12ce394009ef64c7525b5d262,feat_001,IND_092,2022,15,0.008880994671403197,4,0.26666666666666666,25285.465,101141.86,6742.790666666667,false
679a50692b6e98dd1d17cbbb23ed8b90,feat_001,IND_183,2021,15,0.09868421052631579,1,0.06666666666666667,38664.99,38664.99,2577.6659999999997,false
5512d032127f61067a7592337eb8cb10,feat_001,IND_161,2024,15,0.008761682242990653,0,0.0,,0.00,0.0,false
91b2647f5d67ceb9a273bcc8618a8fc3,feat_001,IND_232,2019,15,0.016198704103671708,1,0.06666666666666667,14988.55,14988.55,999.2366666666666,false
393fc60b77209c0da93f9512c698a290,feat_001,IND_145,2024,15,0.008761682242990653,4,0.26666666666666666,31142.365,124569.46,8304.630666666668,false
22f156fbe0f8ee401ba66fa275d54632,feat_001,IND_211,2023,14,0.005709624796084829,4,0.2857142857142857,26315.92,105263.68,7518.834285714285,false
b5d38244b55b8b4c27ff48bec1c0943e,feat_001,IND_101,2025,14,0.009504412763068567,4,0.2857142857142857,18777.2725,75109.09,5364.9349999999995,false
1e95d8ef85b48cfe185b2f8fd7964a28,feat_001,IND_146,2018,14,0.017721518987341773,1,0.07142857142857142,1501.7,1501.70,107.26428571428572,false
395972e00729acf1f0362251dd2535db,feat_001,IND_218,2025,14,0.009504412763068567,6,0.42857142857142855,36101.488333333335,216608.93,15472.066428571428,false
a13d7e79a3852cb0c33de0b362572084,feat_001,IND_194,2025,14,0.009504412763068567,4,0.2857142857142857,51935.24,207740.96,14838.64,false
ea89f52d79a79825a3669000445c2644,feat_001,IND_018,2018,13,0.016455696202531647,2,0.15384615384615385,16405.675,32811.35,2523.95,false
72a2e07387a981f1872210815252613e,feat_001,IND_146,2022,13,0.0076968620485494375,4,0.3076923076923077,19323.055,77292.22,5945.555384615384,false
af36df8e923bd2cf62480586e4bf83b4,feat_001,IND_229,2023,13,0.005301794453507341,1,0.07692307692307693,31246.42,31246.42,2403.570769230769,false
223f359ccdef6276bb304ce1c36b4369,feat_001,IND_194,2023,13,0.005301794453507341,7,0.5384615384615384,37690.08285714286,263830.58,20294.66,false
86d5558bfc7a2c81815f0850c5c37d91,feat_001,IND_042,2025,13,0.008825526137135099,6,0.46153846153846156,48399.611666666664,290397.67,22338.282307692305,false
79903f964738e75a32bb998f8298ad71,feat_001,IND_054,2020,13,0.016129032258064516,2,0.15384615384615385,24930.03,49860.06,3835.3892307692304,false
397b310152b52a4da1d631f6f0143ffb,feat_001,IND_029,2020,13,0.016129032258064516,4,0.3076923076923077,57510.06,230040.24,17695.403076923078,false
81ae173e84976ba24faf428968eecf6b,feat_001,IND_077,2023,13,0.005301794453507341,2,0.15384615384615385,7942.38,15884.76,1221.9046153846155,false
3be6bfaeb6e9891e18e662e8a2e72453,feat_001,IND_216,2023,13,0.005301794453507341,4,0.3076923076923077,10652.345,42609.38,3277.644615384615,false
a366dd5cfeaec5a9b3e77da36a0e3c33,feat_001,IND_006,2019,13,0.014038876889848811,1,0.07692307692307693,43200.51,43200.51,3323.116153846154,false
504cd4b1a9c46fee4fdc011d5e4a24f9,feat_001,IND_025,2024,13,0.007593457943925234,3,0.23076923076923078,41267.09333333333,123801.28,9523.175384615384,false
1ceaa20bdc9e9582d6d205642396e25b,feat_001,IND_038,2022,13,0.0076968620485494375,2,0.15384615384615385,12579.72,25159.44,1935.3415384615384,false
